Distance,6.0
TXDevice,iPhone6s
TXPower,12
RXDevice,iPhone6s
TXCarry,unknown
RXCarry,unknown
RXPose,unknown
TXPose,unknown
31.562,Bluetooth,-65
31.563,Bluetooth,-64
31.596,Bluetooth,-69
31.597,Bluetooth,-69
31.628,Bluetooth,-65
31.630,Bluetooth,-64
31.659,Bluetooth,-64
31.660,Bluetooth,-64
31.690,Bluetooth,-64
31.691,Bluetooth,-64
31.720,Bluetooth,-70
31.723,Bluetooth,-70
31.749,Bluetooth,-63
31.750,Bluetooth,-64
31.781,Bluetooth,-64
31.782,Bluetooth,-65
31.812,Bluetooth,-64
31.816,Bluetooth,-64
31.846,Bluetooth,-69
31.847,Bluetooth,-70
31.878,Bluetooth,-65
31.879,Bluetooth,-64
31.912,Bluetooth,-64
31.913,Bluetooth,-64
31.943,Bluetooth,-70
31.944,Bluetooth,-69
31.977,Bluetooth,-69
31.979,Bluetooth,-68
32.008,Bluetooth,-63
32.009,Bluetooth,-65
32.039,Bluetooth,-64
32.041,Bluetooth,-63
32.074,Bluetooth,-69
32.075,Bluetooth,-68
32.102,Bluetooth,-65
32.102,Bluetooth,-64
32.135,Bluetooth,-64
32.136,Bluetooth,-64
32.168,Bluetooth,-63
32.169,Bluetooth,-63
32.203,Bluetooth,-68
32.204,Bluetooth,-69
32.231,Bluetooth,-64
32.232,Bluetooth,-65
32.263,Bluetooth,-63
32.264,Bluetooth,-62
32.295,Bluetooth,-63
32.296,Bluetooth,-63
32.328,Bluetooth,-69
32.329,Bluetooth,-68
32.357,Bluetooth,-64
32.358,Bluetooth,-65
32.387,Bluetooth,-64
32.390,Bluetooth,-64
32.421,Bluetooth,-70
32.423,Bluetooth,-69
32.452,Bluetooth,-69
32.453,Bluetooth,-69
32.484,Bluetooth,-65
32.485,Bluetooth,-65
32.518,Bluetooth,-63
32.519,Bluetooth,-62
32.549,Bluetooth,-68
32.550,Bluetooth,-68
32.608,Bluetooth,-64
32.610,Bluetooth,-65
32.642,Bluetooth,-63
32.643,Bluetooth,-63
32.673,Bluetooth,-68
32.675,Bluetooth,-69
32.703,Bluetooth,-65
32.704,Bluetooth,-64
32.735,Bluetooth,-64
32.736,Bluetooth,-63
32.770,Bluetooth,-63
32.772,Bluetooth,-63
32.801,Bluetooth,-69
32.803,Bluetooth,-68
32.832,Bluetooth,-63
32.833,Bluetooth,-64
32.863,Bluetooth,-63
32.864,Bluetooth,-63
32.895,Bluetooth,-62
32.896,Bluetooth,-63
32.930,Bluetooth,-70
32.931,Bluetooth,-70
32.961,Bluetooth,-64
32.962,Bluetooth,-64
32.992,Bluetooth,-63
32.993,Bluetooth,-63
33.023,Bluetooth,-69
33.025,Bluetooth,-68
33.057,Bluetooth,-69
33.059,Bluetooth,-69
33.085,Bluetooth,-63
33.086,Bluetooth,-63
33.118,Bluetooth,-63
33.119,Bluetooth,-64
33.153,Bluetooth,-69
33.154,Bluetooth,-69
58.535,Bluetooth,-70
58.536,Bluetooth,126
58.566,Bluetooth,-70
58.567,Bluetooth,-72
58.599,Bluetooth,-72
58.600,Bluetooth,-71
58.628,Bluetooth,-72
58.629,Bluetooth,-71
58.661,Bluetooth,-71
58.662,Bluetooth,127
58.693,Bluetooth,-70
58.695,Bluetooth,-70
58.729,Bluetooth,-72
58.730,Bluetooth,-72
58.760,Bluetooth,-73
58.761,Bluetooth,127
58.822,Bluetooth,-69
58.824,Bluetooth,-71
58.856,Bluetooth,-71
58.858,Bluetooth,-72
58.890,Bluetooth,-70
58.892,Bluetooth,127
58.924,Bluetooth,-71
58.926,Bluetooth,-73
58.988,Bluetooth,-72
58.989,Bluetooth,-71
59.020,Bluetooth,-69
59.021,Bluetooth,127
59.052,Bluetooth,-72
59.053,Bluetooth,-72
59.083,Bluetooth,-72
59.084,Bluetooth,-74
59.115,Bluetooth,-70
59.116,Bluetooth,127
59.146,Bluetooth,-69
59.147,Bluetooth,126
59.177,Bluetooth,-73
59.179,Bluetooth,-73
59.208,Bluetooth,-73
59.210,Bluetooth,-73
59.238,Bluetooth,-69
59.239,Bluetooth,127
59.301,Bluetooth,-70
59.302,Bluetooth,-71
59.335,Bluetooth,-72
59.336,Bluetooth,-72
59.369,Bluetooth,-69
59.371,Bluetooth,127
59.398,Bluetooth,-71
59.398,Bluetooth,-71
59.431,Bluetooth,-70
59.432,Bluetooth,-71
59.467,Bluetooth,-72
59.468,Bluetooth,-73
59.532,Bluetooth,-71
59.533,Bluetooth,-72
59.563,Bluetooth,-71
59.564,Bluetooth,-73
59.595,Bluetooth,-69
59.595,Bluetooth,127
59.628,Bluetooth,-69
59.629,Bluetooth,127
59.658,Bluetooth,-71
59.660,Bluetooth,-73
59.691,Bluetooth,-73
59.693,Bluetooth,-72
59.721,Bluetooth,-69
59.722,Bluetooth,126
59.754,Bluetooth,-73
59.755,Bluetooth,-72
59.786,Bluetooth,-72
59.787,Bluetooth,-73
59.820,Bluetooth,-71
59.821,Bluetooth,-71
59.856,Bluetooth,-70
59.857,Bluetooth,126
59.885,Bluetooth,-72
59.886,Bluetooth,-73
59.916,Bluetooth,-71
59.917,Bluetooth,-71
59.951,Bluetooth,-71
59.951,Bluetooth,-72
59.984,Bluetooth,-70
59.985,Bluetooth,127
60.049,Bluetooth,-71
60.050,Bluetooth,-73
60.080,Bluetooth,-70
60.080,Bluetooth,127
60.139,Bluetooth,-73
60.140,Bluetooth,-74
60.175,Bluetooth,-72
60.177,Bluetooth,-70
60.205,Bluetooth,-71
60.206,Bluetooth,127
60.235,Bluetooth,-72
60.236,Bluetooth,-74
60.266,Bluetooth,-72
60.268,Bluetooth,-73
60.296,Bluetooth,-71
60.297,Bluetooth,-71
60.330,Bluetooth,-73
60.331,Bluetooth,126
60.363,Bluetooth,-73
60.364,Bluetooth,-73
60.397,Bluetooth,-72
60.398,Bluetooth,-71
60.427,Bluetooth,-71
60.428,Bluetooth,-71
60.458,Bluetooth,-72
60.460,Bluetooth,127
60.489,Bluetooth,-73
60.490,Bluetooth,-73
60.521,Bluetooth,-71
60.522,Bluetooth,-72
60.551,Bluetooth,-71
60.552,Bluetooth,-73
60.581,Bluetooth,-73
60.582,Bluetooth,127
60.613,Bluetooth,-73
60.614,Bluetooth,-74
60.646,Bluetooth,-72
60.647,Bluetooth,-72
60.679,Bluetooth,-74
60.680,Bluetooth,127
60.744,Bluetooth,-73
60.745,Bluetooth,-71
60.776,Bluetooth,-71
60.777,Bluetooth,-72
60.810,Bluetooth,-73
60.812,Bluetooth,126
60.839,Bluetooth,-70
60.840,Bluetooth,-74
60.869,Bluetooth,-71
60.870,Bluetooth,-73
60.929,Bluetooth,-73
60.930,Bluetooth,127
60.961,Bluetooth,-69
60.963,Bluetooth,-70
60.994,Bluetooth,-72
60.996,Bluetooth,-71
61.028,Bluetooth,-71
61.029,Bluetooth,-72
61.186,Bluetooth,-73
61.187,Bluetooth,127
61.249,Bluetooth,127
61.341,Bluetooth,-67
61.343,Bluetooth,-67
61.376,Bluetooth,-72
61.377,Bluetooth,-72
61.406,Bluetooth,-72
61.408,Bluetooth,127
61.435,Bluetooth,-70
61.436,Bluetooth,-70
61.470,Bluetooth,-69
61.471,Bluetooth,-69
61.504,Bluetooth,-71
61.506,Bluetooth,-71
61.534,Bluetooth,-72
61.535,Bluetooth,127
61.564,Bluetooth,-68
61.565,Bluetooth,-68
61.598,Bluetooth,-71
61.599,Bluetooth,-72
61.667,Bluetooth,-71
61.668,Bluetooth,127
61.696,Bluetooth,-68
61.697,Bluetooth,-70
61.727,Bluetooth,-72
61.728,Bluetooth,-72
61.760,Bluetooth,-72
61.761,Bluetooth,127
61.819,Bluetooth,-69
61.820,Bluetooth,-69
61.849,Bluetooth,-70
61.850,Bluetooth,-71
61.880,Bluetooth,-70
61.881,Bluetooth,127
61.941,Bluetooth,-69
61.944,Bluetooth,-69
61.973,Bluetooth,-69
61.975,Bluetooth,-70
62.063,Bluetooth,-68
62.064,Bluetooth,-69
62.094,Bluetooth,-69
62.096,Bluetooth,-70
62.127,Bluetooth,-72
62.129,Bluetooth,127
62.159,Bluetooth,-68
62.160,Bluetooth,-70
62.226,Bluetooth,-69
62.227,Bluetooth,-70
62.260,Bluetooth,-71
62.262,Bluetooth,127
62.293,Bluetooth,-68
62.294,Bluetooth,-70
62.328,Bluetooth,-69
62.329,Bluetooth,-69
62.358,Bluetooth,-73
62.360,Bluetooth,127
62.389,Bluetooth,-71
62.390,Bluetooth,127
62.420,Bluetooth,-69
62.421,Bluetooth,-70
62.486,Bluetooth,-70
62.487,Bluetooth,127
62.514,Bluetooth,-69
62.515,Bluetooth,-71
78.545,Bluetooth,-72
78.547,Bluetooth,-73
78.579,Bluetooth,-68
78.581,Bluetooth,-70
78.610,Bluetooth,-69
78.611,Bluetooth,-69
78.644,Bluetooth,-74
78.645,Bluetooth,-73
78.674,Bluetooth,-73
78.675,Bluetooth,-72
78.705,Bluetooth,-68
78.706,Bluetooth,-69
78.738,Bluetooth,-69
78.738,Bluetooth,-70
78.772,Bluetooth,-73
78.773,Bluetooth,-73
78.801,Bluetooth,-66
78.802,Bluetooth,-70
78.834,Bluetooth,-67
78.835,Bluetooth,-69
78.870,Bluetooth,-67
78.871,Bluetooth,-68
78.906,Bluetooth,-73
78.907,Bluetooth,-73
78.938,Bluetooth,-67
78.939,Bluetooth,-69
79.003,Bluetooth,-72
79.004,Bluetooth,-73
79.033,Bluetooth,-73
79.034,Bluetooth,-73
79.064,Bluetooth,-66
79.065,Bluetooth,-67
79.098,Bluetooth,-68
79.099,Bluetooth,-69
79.225,Bluetooth,-69
79.228,Bluetooth,-69
79.259,Bluetooth,-72
79.261,Bluetooth,-73
79.287,Bluetooth,-67
79.288,Bluetooth,-69
79.323,Bluetooth,-69
79.324,Bluetooth,-68
79.421,Bluetooth,-67
79.423,Bluetooth,-69
79.454,Bluetooth,-69
79.455,Bluetooth,-69
79.488,Bluetooth,-74
79.489,Bluetooth,-73
79.522,Bluetooth,-67
79.523,Bluetooth,-70
79.554,Bluetooth,-67
79.555,Bluetooth,-69
79.584,Bluetooth,-66
79.585,Bluetooth,-66
79.615,Bluetooth,-73
79.616,Bluetooth,-73
79.646,Bluetooth,-68
79.648,Bluetooth,-69
79.676,Bluetooth,127
79.708,Bluetooth,-70
79.711,Bluetooth,-70
79.739,Bluetooth,-72
79.740,Bluetooth,-73
79.773,Bluetooth,-67
79.773,Bluetooth,-69
79.799,Bluetooth,-69
79.800,Bluetooth,-69
79.833,Bluetooth,-69
79.834,Bluetooth,-70
79.868,Bluetooth,-71
79.869,Bluetooth,-72
79.928,Bluetooth,-69
79.930,Bluetooth,-70
80.026,Bluetooth,-68
80.028,Bluetooth,-69
80.056,Bluetooth,-69
80.057,Bluetooth,-69
80.147,Bluetooth,-67
80.148,Bluetooth,-67
80.182,Bluetooth,-70
80.183,Bluetooth,-69
80.434,Bluetooth,-69
80.435,Bluetooth,-71
80.464,Bluetooth,-72
80.465,Bluetooth,-73
80.495,Bluetooth,-67
80.496,Bluetooth,-69
80.530,Bluetooth,-69
80.531,Bluetooth,-70
80.561,Bluetooth,-71
80.562,Bluetooth,-72
80.599,Bluetooth,-72
80.599,Bluetooth,-72
80.623,Bluetooth,-68
80.623,Bluetooth,-69
80.657,Bluetooth,-69
80.658,Bluetooth,-68
80.686,Bluetooth,-73
80.687,Bluetooth,-72
80.718,Bluetooth,-68
80.718,Bluetooth,-69
80.754,Bluetooth,-67
80.755,Bluetooth,-70
80.785,Bluetooth,-71
80.785,Bluetooth,-69
80.818,Bluetooth,-72
80.818,Bluetooth,-73
80.848,Bluetooth,-68
80.849,Bluetooth,-70
80.884,Bluetooth,-69
80.885,Bluetooth,-68
80.914,Bluetooth,-69
80.915,Bluetooth,-69
80.950,Bluetooth,-72
80.951,Bluetooth,-71
80.982,Bluetooth,-68
80.984,Bluetooth,-69
81.014,Bluetooth,-70
81.015,Bluetooth,-70
81.045,Bluetooth,-72
81.047,Bluetooth,-71
81.106,Bluetooth,-67
81.107,Bluetooth,-69
81.137,Bluetooth,-70
81.138,Bluetooth,-68
81.169,Bluetooth,-72
81.170,Bluetooth,-71
81.201,Bluetooth,-69
81.202,Bluetooth,-71
81.232,Bluetooth,-68
81.233,Bluetooth,-70
81.266,Bluetooth,-69
81.267,Bluetooth,-70
81.300,Bluetooth,-72
81.301,Bluetooth,-71
81.329,Bluetooth,-68
81.331,Bluetooth,-70
81.365,Bluetooth,-70
81.366,Bluetooth,-70
81.399,Bluetooth,-71
81.400,Bluetooth,-72
81.433,Bluetooth,-71
81.434,Bluetooth,-71
81.462,Bluetooth,-69
81.463,Bluetooth,-68
81.492,Bluetooth,-70
81.494,Bluetooth,-69
81.524,Bluetooth,-72
81.525,Bluetooth,-73
81.554,Bluetooth,-72
81.555,Bluetooth,-72
81.581,Bluetooth,-68
81.582,Bluetooth,-70
81.612,Bluetooth,-70
81.614,Bluetooth,-68
81.646,Bluetooth,-71
81.647,Bluetooth,-71
81.708,Bluetooth,-68
81.709,Bluetooth,-70
81.742,Bluetooth,-68
81.745,Bluetooth,-69
81.775,Bluetooth,-71
81.778,Bluetooth,-73
81.808,Bluetooth,-68
81.812,Bluetooth,-69
81.838,Bluetooth,-69
81.839,Bluetooth,-69
81.873,Bluetooth,-69
81.873,Bluetooth,-68
81.903,Bluetooth,-72
81.904,Bluetooth,-71
81.934,Bluetooth,-67
81.935,Bluetooth,-68
81.968,Bluetooth,-68
81.970,Bluetooth,-67
82.000,Bluetooth,-71
82.001,Bluetooth,-71
82.031,Bluetooth,-69
82.032,Bluetooth,-69
82.062,Bluetooth,-67
82.063,Bluetooth,-69
82.128,Bluetooth,-71
82.129,Bluetooth,-71
82.192,Bluetooth,-69
82.194,Bluetooth,-70
82.222,Bluetooth,-67
82.224,Bluetooth,-68
82.256,Bluetooth,-71
82.257,Bluetooth,-70
82.286,Bluetooth,-67
82.287,Bluetooth,-67
82.322,Bluetooth,-66
82.323,Bluetooth,-65
82.353,Bluetooth,-67
82.353,Bluetooth,-66
82.388,Bluetooth,-69
82.389,Bluetooth,-69
82.418,Bluetooth,-67
82.419,Bluetooth,-68
106.723,Bluetooth,-71
106.724,Bluetooth,-72
106.749,Bluetooth,-63
106.750,Bluetooth,-64
106.785,Bluetooth,-60
106.786,Bluetooth,-60
106.818,Bluetooth,-69
106.819,Bluetooth,-70
106.883,Bluetooth,-64
106.884,Bluetooth,-64
106.916,Bluetooth,-59
106.917,Bluetooth,-59
106.948,Bluetooth,-70
106.949,Bluetooth,-70
106.982,Bluetooth,-62
106.983,Bluetooth,-64
107.013,Bluetooth,-59
107.015,Bluetooth,-60
107.079,Bluetooth,-70
107.081,Bluetooth,-70
107.110,Bluetooth,-63
107.112,Bluetooth,-64
107.142,Bluetooth,-59
107.143,Bluetooth,-60
107.173,Bluetooth,-70
107.174,Bluetooth,-70
107.203,Bluetooth,-69
107.204,Bluetooth,-69
107.234,Bluetooth,-62
107.235,Bluetooth,-62
107.264,Bluetooth,-59
107.265,Bluetooth,-59
107.296,Bluetooth,-69
107.298,Bluetooth,-70
107.328,Bluetooth,-69
107.330,Bluetooth,-68
107.362,Bluetooth,-62
107.363,Bluetooth,-63
107.392,Bluetooth,-58
107.393,Bluetooth,-58
107.423,Bluetooth,-68
107.424,Bluetooth,-69
107.453,Bluetooth,-62
107.455,Bluetooth,-63
107.488,Bluetooth,-61
107.489,Bluetooth,-64
107.518,Bluetooth,-59
107.520,Bluetooth,-60
107.549,Bluetooth,-68
107.550,Bluetooth,-69
107.578,Bluetooth,-62
107.579,Bluetooth,-63
107.612,Bluetooth,-59
107.614,Bluetooth,-59
107.646,Bluetooth,-59
107.648,Bluetooth,-59
107.677,Bluetooth,-69
107.679,Bluetooth,-70
107.707,Bluetooth,-61
107.708,Bluetooth,-63
107.740,Bluetooth,-58
107.741,Bluetooth,-59
107.775,Bluetooth,-69
107.777,Bluetooth,-69
107.805,Bluetooth,-69
107.806,Bluetooth,-69
107.837,Bluetooth,-60
107.838,Bluetooth,-63
107.868,Bluetooth,-59
107.869,Bluetooth,-59
107.900,Bluetooth,-69
107.901,Bluetooth,-69
107.959,Bluetooth,-62
107.961,Bluetooth,-63
107.991,Bluetooth,-60
107.992,Bluetooth,-59
108.027,Bluetooth,-69
108.029,Bluetooth,-69
108.055,Bluetooth,-62
108.057,Bluetooth,-64
108.086,Bluetooth,-61
108.087,Bluetooth,-63
108.120,Bluetooth,-59
108.121,Bluetooth,-58
108.150,Bluetooth,-68
108.151,Bluetooth,-69
108.179,Bluetooth,-62
108.181,Bluetooth,-65
108.211,Bluetooth,-58
108.212,Bluetooth,-58
108.244,Bluetooth,-59
108.246,Bluetooth,-59
108.278,Bluetooth,-69
108.280,Bluetooth,-69
108.311,Bluetooth,-62
108.313,Bluetooth,-65
108.380,Bluetooth,-68
108.381,Bluetooth,-69
108.441,Bluetooth,-63
108.442,Bluetooth,-64
108.476,Bluetooth,-59
108.477,Bluetooth,-59
108.538,Bluetooth,-62
108.539,Bluetooth,-64
108.638,Bluetooth,-68
108.639,Bluetooth,-69
108.700,Bluetooth,-60
108.701,Bluetooth,-59
108.797,Bluetooth,-64
108.798,Bluetooth,-64
108.866,Bluetooth,-68
108.867,Bluetooth,-68
108.900,Bluetooth,-63
108.901,Bluetooth,-64
108.931,Bluetooth,-60
108.932,Bluetooth,-60
108.965,Bluetooth,-60
108.966,Bluetooth,-60
109.000,Bluetooth,-70
109.001,Bluetooth,-69
109.034,Bluetooth,-63
109.035,Bluetooth,-64
109.065,Bluetooth,-59
109.066,Bluetooth,-59
109.098,Bluetooth,-67
109.099,Bluetooth,-69
109.162,Bluetooth,-62
109.163,Bluetooth,-64
109.197,Bluetooth,-59
109.198,Bluetooth,-60
109.230,Bluetooth,-67
109.231,Bluetooth,-69
109.257,Bluetooth,-63
109.258,Bluetooth,-64
109.294,Bluetooth,-60
109.296,Bluetooth,-60
109.326,Bluetooth,-60
109.327,Bluetooth,-59
109.357,Bluetooth,-68
109.358,Bluetooth,-69
109.388,Bluetooth,-63
109.389,Bluetooth,-64
109.422,Bluetooth,-60
109.423,Bluetooth,-60
109.455,Bluetooth,-68
109.456,Bluetooth,-70
109.485,Bluetooth,-67
109.486,Bluetooth,-69
109.518,Bluetooth,-63
109.519,Bluetooth,-64
109.551,Bluetooth,-61
109.552,Bluetooth,-60
109.583,Bluetooth,-68
109.584,Bluetooth,-68
109.612,Bluetooth,-63
109.613,Bluetooth,-64
109.642,Bluetooth,-63
109.643,Bluetooth,-64
109.672,Bluetooth,-59
109.673,Bluetooth,-60
109.707,Bluetooth,-68
109.708,Bluetooth,-69
109.735,Bluetooth,-63
109.737,Bluetooth,-64
