Distance,15.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
TXCarry,unknown
RXCarry,unknown
RXPose,unknown
TXPose,unknown
0.000,Bluetooth,-70
0.002,Bluetooth,-71
0.038,Bluetooth,-70
0.040,Bluetooth,-68
0.073,Bluetooth,-74
0.075,Bluetooth,-74
0.111,Bluetooth,-72
0.111,Bluetooth,-71
0.214,Bluetooth,-71
0.216,Bluetooth,-72
0.249,Bluetooth,-69
0.281,Bluetooth,-72
0.282,Bluetooth,-72
0.312,Bluetooth,-71
0.314,Bluetooth,-71
0.351,Bluetooth,-62
0.353,Bluetooth,-63
0.381,Bluetooth,-65
0.383,Bluetooth,-65
0.419,Bluetooth,-75
0.421,Bluetooth,-76
0.450,Bluetooth,-63
0.451,Bluetooth,-62
0.484,Bluetooth,-60
0.486,Bluetooth,-60
0.517,Bluetooth,-67
0.518,Bluetooth,-68
0.555,Bluetooth,-57
0.557,Bluetooth,-56
0.592,Bluetooth,-57
0.594,Bluetooth,-56
0.633,Bluetooth,-61
0.634,Bluetooth,-62
0.812,Bluetooth,-68
0.813,Bluetooth,-68
0.848,Bluetooth,-61
0.884,Bluetooth,-60
0.886,Bluetooth,-60
0.917,Bluetooth,-76
0.958,Bluetooth,-61
0.999,Bluetooth,-60
1.000,Bluetooth,-61
1.034,Bluetooth,-63
1.075,Bluetooth,-62
1.076,Bluetooth,-62
1.108,Bluetooth,-55
1.109,Bluetooth,-55
1.141,Bluetooth,-56
1.142,Bluetooth,-56
1.210,Bluetooth,-67
1.211,Bluetooth,-66
1.242,Bluetooth,-58
1.243,Bluetooth,-58
1.274,Bluetooth,-61
1.276,Bluetooth,-62
1.310,Bluetooth,-61
1.311,Bluetooth,-60
1.378,Bluetooth,-60
1.379,Bluetooth,-60
1.415,Bluetooth,-59
1.417,Bluetooth,-59
1.452,Bluetooth,-58
1.454,Bluetooth,-59
1.483,Bluetooth,-59
1.484,Bluetooth,-59
1.516,Bluetooth,-59
1.518,Bluetooth,-59
1.589,Bluetooth,-60
1.591,Bluetooth,-59
1.659,Bluetooth,-59
1.661,Bluetooth,-59
1.699,Bluetooth,-58
1.700,Bluetooth,-58
1.736,Bluetooth,-59
1.737,Bluetooth,-59
1.811,Bluetooth,-58
1.812,Bluetooth,-58
1.884,Bluetooth,-59
1.886,Bluetooth,-58
1.918,Bluetooth,-58
1.919,Bluetooth,-58
1.956,Bluetooth,-61
1.958,Bluetooth,-61
2.063,Bluetooth,-58
2.064,Bluetooth,-59
2.137,Bluetooth,-60
2.138,Bluetooth,-59
2.175,Bluetooth,-57
2.177,Bluetooth,-58
2.207,Bluetooth,-63
2.208,Bluetooth,-62
2.236,Bluetooth,-60
2.237,Bluetooth,-59
2.270,Bluetooth,-58
2.271,Bluetooth,-59
2.309,Bluetooth,-62
2.310,Bluetooth,-62
2.338,Bluetooth,-61
2.340,Bluetooth,-62
2.378,Bluetooth,-59
2.379,Bluetooth,-60
2.409,Bluetooth,-60
2.445,Bluetooth,-60
2.446,Bluetooth,-60
2.514,Bluetooth,-60
2.514,Bluetooth,-61
2.556,Bluetooth,-58
2.558,Bluetooth,-59
2.650,Bluetooth,-66
2.652,Bluetooth,-67
2.682,Bluetooth,-56
2.683,Bluetooth,-58
2.712,Bluetooth,-67
2.714,Bluetooth,-68
2.748,Bluetooth,-66
2.749,Bluetooth,-66
2.780,Bluetooth,-64
2.782,Bluetooth,-65
2.814,Bluetooth,-56
2.815,Bluetooth,-56
2.846,Bluetooth,-67
2.847,Bluetooth,-67
2.885,Bluetooth,-64
2.887,Bluetooth,-64
2.924,Bluetooth,-57
2.925,Bluetooth,-57
2.953,Bluetooth,-68
2.955,Bluetooth,-69
2.989,Bluetooth,-62
2.991,Bluetooth,-63
3.030,Bluetooth,-57
3.031,Bluetooth,-59
3.167,Bluetooth,-57
3.169,Bluetooth,-58
3.203,Bluetooth,-65
3.205,Bluetooth,-66
3.236,Bluetooth,-60
3.237,Bluetooth,-60
3.270,Bluetooth,-56
3.272,Bluetooth,-57
3.336,Bluetooth,-67
3.337,Bluetooth,-66
3.370,Bluetooth,-63
3.372,Bluetooth,-64
3.401,Bluetooth,-57
3.402,Bluetooth,-58
3.432,Bluetooth,-66
3.433,Bluetooth,-67
3.469,Bluetooth,-65
3.470,Bluetooth,-65
3.508,Bluetooth,-65
3.510,Bluetooth,-65
3.578,Bluetooth,-60
3.579,Bluetooth,-59
3.612,Bluetooth,-64
3.613,Bluetooth,-64
3.649,Bluetooth,-58
3.650,Bluetooth,-59
3.686,Bluetooth,-67
3.687,Bluetooth,-66
3.719,Bluetooth,-63
3.721,Bluetooth,-64
3.758,Bluetooth,-58
3.760,Bluetooth,-58
3.797,Bluetooth,-67
3.798,Bluetooth,-67
3.828,Bluetooth,-62
3.830,Bluetooth,-62
3.869,Bluetooth,-58
3.870,Bluetooth,-59
3.941,Bluetooth,-68
3.943,Bluetooth,-69
156.255,Bluetooth,-59
156.256,Bluetooth,-59
156.287,Bluetooth,-68
156.288,Bluetooth,-70
156.321,Bluetooth,-57
156.322,Bluetooth,-58
156.389,Bluetooth,-68
156.390,Bluetooth,-69
156.420,Bluetooth,-69
156.422,Bluetooth,-69
156.449,Bluetooth,-58
156.451,Bluetooth,-59
156.554,Bluetooth,-58
156.555,Bluetooth,-58
156.584,Bluetooth,-58
156.616,Bluetooth,-60
156.618,Bluetooth,-58
156.685,Bluetooth,-59
156.687,Bluetooth,-58
156.722,Bluetooth,-59
156.724,Bluetooth,-59
156.760,Bluetooth,-59
156.761,Bluetooth,-60
156.832,Bluetooth,-60
156.834,Bluetooth,-60
156.863,Bluetooth,-60
156.864,Bluetooth,-61
156.900,Bluetooth,-58
156.902,Bluetooth,-59
156.937,Bluetooth,-67
156.939,Bluetooth,-67
156.967,Bluetooth,-58
156.968,Bluetooth,-58
157.000,Bluetooth,-60
157.001,Bluetooth,-59
157.035,Bluetooth,-66
157.037,Bluetooth,-66
157.065,Bluetooth,-58
157.067,Bluetooth,-58
157.136,Bluetooth,-61
157.137,Bluetooth,-61
157.172,Bluetooth,-69
157.174,Bluetooth,-69
157.201,Bluetooth,-58
157.203,Bluetooth,-58
157.236,Bluetooth,-58
157.237,Bluetooth,-59
157.312,Bluetooth,-58
157.314,Bluetooth,-58
157.344,Bluetooth,-62
157.346,Bluetooth,-63
157.385,Bluetooth,-64
157.387,Bluetooth,-65
157.455,Bluetooth,-59
157.456,Bluetooth,-59
157.486,Bluetooth,-60
157.487,Bluetooth,-60
157.551,Bluetooth,-59
157.553,Bluetooth,-59
157.583,Bluetooth,-59
157.586,Bluetooth,-59
157.618,Bluetooth,-58
157.620,Bluetooth,-58
157.649,Bluetooth,-62
157.650,Bluetooth,-63
157.678,Bluetooth,-57
157.680,Bluetooth,-57
157.708,Bluetooth,-57
157.709,Bluetooth,-57
157.807,Bluetooth,-57
157.809,Bluetooth,-57
157.931,Bluetooth,-57
157.933,Bluetooth,-57
157.963,Bluetooth,-56
158.004,Bluetooth,-63
158.005,Bluetooth,-63
158.032,Bluetooth,-58
158.067,Bluetooth,-57
158.169,Bluetooth,-57
158.171,Bluetooth,-57
158.206,Bluetooth,-57
158.207,Bluetooth,-58
158.240,Bluetooth,-62
158.241,Bluetooth,-61
158.277,Bluetooth,-57
158.279,Bluetooth,-57
158.345,Bluetooth,-63
158.346,Bluetooth,-62
158.383,Bluetooth,-57
158.385,Bluetooth,-56
158.420,Bluetooth,-60
158.421,Bluetooth,-59
158.453,Bluetooth,-59
158.455,Bluetooth,-59
158.555,Bluetooth,-58
158.557,Bluetooth,-57
158.595,Bluetooth,-62
158.596,Bluetooth,-62
158.632,Bluetooth,-57
158.634,Bluetooth,-58
158.669,Bluetooth,-57
158.671,Bluetooth,-56
158.705,Bluetooth,-61
158.707,Bluetooth,-63
158.838,Bluetooth,-62
158.840,Bluetooth,-62
158.871,Bluetooth,-56
158.872,Bluetooth,-57
158.909,Bluetooth,-57
158.911,Bluetooth,-57
158.946,Bluetooth,-62
158.948,Bluetooth,-61
159.011,Bluetooth,-56
159.012,Bluetooth,-56
159.083,Bluetooth,-63
159.084,Bluetooth,-61
159.113,Bluetooth,-56
159.115,Bluetooth,-56
159.152,Bluetooth,-58
159.153,Bluetooth,-57
159.184,Bluetooth,-62
159.186,Bluetooth,-62
159.249,Bluetooth,-57
159.251,Bluetooth,-56
159.281,Bluetooth,-57
159.283,Bluetooth,-57
159.316,Bluetooth,-63
