Distance,10.0
TXDevice,iPhoneXR
TXPower,12
RXDevice,iPhone11_Pro
TXCarry,unknown
RXCarry,unknown
RXPose,unknown
TXPose,unknown
0.000,Bluetooth,-59
0.002,Bluetooth,-59
0.040,Bluetooth,-56
0.042,Bluetooth,-54
0.072,Bluetooth,-62
0.074,Bluetooth,-62
0.113,Bluetooth,-58
0.301,Bluetooth,-57
0.340,Bluetooth,-57
0.342,Bluetooth,-57
0.373,Bluetooth,-56
0.375,Bluetooth,-57
0.409,Bluetooth,-56
0.448,Bluetooth,-58
0.450,Bluetooth,-56
0.486,Bluetooth,-64
0.488,Bluetooth,-64
0.519,Bluetooth,-60
0.520,Bluetooth,-60
0.585,Bluetooth,-62
0.587,Bluetooth,-63
0.624,Bluetooth,-60
0.626,Bluetooth,-60
0.664,Bluetooth,-58
0.666,Bluetooth,-57
0.700,Bluetooth,-69
0.738,Bluetooth,-58
0.740,Bluetooth,-57
0.773,Bluetooth,-67
0.775,Bluetooth,-68
0.870,Bluetooth,-59
0.872,Bluetooth,-60
0.903,Bluetooth,-70
0.905,Bluetooth,-70
0.935,Bluetooth,-60
1.008,Bluetooth,-61
1.074,Bluetooth,-70
1.077,Bluetooth,-70
1.108,Bluetooth,-60
1.110,Bluetooth,-60
1.141,Bluetooth,-57
1.144,Bluetooth,-58
1.179,Bluetooth,-68
1.181,Bluetooth,-67
1.285,Bluetooth,-57
1.322,Bluetooth,-57
1.325,Bluetooth,-58
1.359,Bluetooth,-64
1.361,Bluetooth,-66
1.398,Bluetooth,-60
1.400,Bluetooth,-60
1.437,Bluetooth,-55
1.439,Bluetooth,-57
1.539,Bluetooth,-57
1.542,Bluetooth,-58
1.600,Bluetooth,-66
1.707,Bluetooth,-64
1.709,Bluetooth,-64
1.745,Bluetooth,-58
1.747,Bluetooth,-58
1.787,Bluetooth,-56
1.890,Bluetooth,-59
1.930,Bluetooth,-56
1.931,Bluetooth,-56
1.960,Bluetooth,-65
1.962,Bluetooth,-65
1.999,Bluetooth,-57
2.001,Bluetooth,-58
2.036,Bluetooth,-58
2.038,Bluetooth,-56
2.100,Bluetooth,-65
2.102,Bluetooth,-66
2.131,Bluetooth,-59
2.133,Bluetooth,-58
2.239,Bluetooth,-58
2.241,Bluetooth,-57
2.274,Bluetooth,-65
2.276,Bluetooth,-65
2.352,Bluetooth,-58
2.354,Bluetooth,-58
2.382,Bluetooth,-64
2.384,Bluetooth,-64
2.446,Bluetooth,-58
2.448,Bluetooth,-60
2.515,Bluetooth,-58
2.517,Bluetooth,-58
2.620,Bluetooth,-58
2.623,Bluetooth,-60
2.650,Bluetooth,-57
2.652,Bluetooth,-58
2.731,Bluetooth,-64
2.733,Bluetooth,-63
2.758,Bluetooth,-63
2.759,Bluetooth,-63
2.833,Bluetooth,-59
2.835,Bluetooth,-59
2.871,Bluetooth,-57
2.874,Bluetooth,-57
2.971,Bluetooth,-58
2.973,Bluetooth,-58
3.065,Bluetooth,-62
3.104,Bluetooth,-57
3.135,Bluetooth,-59
3.137,Bluetooth,-58
3.172,Bluetooth,-57
3.174,Bluetooth,-57
3.242,Bluetooth,-59
3.281,Bluetooth,-57
3.283,Bluetooth,-58
3.387,Bluetooth,-64
3.419,Bluetooth,-62
3.421,Bluetooth,-61
3.457,Bluetooth,-57
3.458,Bluetooth,-56
3.565,Bluetooth,-59
3.567,Bluetooth,-58
3.606,Bluetooth,-56
3.608,Bluetooth,-56
3.637,Bluetooth,-69
3.668,Bluetooth,-59
3.670,Bluetooth,-60
3.705,Bluetooth,-61
3.737,Bluetooth,-60
3.739,Bluetooth,-61
3.776,Bluetooth,-56
3.778,Bluetooth,-55
3.812,Bluetooth,-72
3.814,Bluetooth,-73
3.850,Bluetooth,-60
3.852,Bluetooth,-60
3.883,Bluetooth,-55
3.886,Bluetooth,-54
70.268,Bluetooth,-71
70.303,Bluetooth,-64
70.336,Bluetooth,-75
70.338,Bluetooth,-76
70.376,Bluetooth,-65
70.378,Bluetooth,-65
70.407,Bluetooth,-80
70.408,Bluetooth,-81
70.476,Bluetooth,-70
70.478,Bluetooth,-70
70.517,Bluetooth,-75
70.519,Bluetooth,-76
70.595,Bluetooth,-72
70.625,Bluetooth,-70
70.627,Bluetooth,-70
70.658,Bluetooth,-68
70.660,Bluetooth,-68
70.694,Bluetooth,-69
70.696,Bluetooth,-69
70.795,Bluetooth,-85
70.797,Bluetooth,-86
70.826,Bluetooth,-67
70.864,Bluetooth,-64
70.867,Bluetooth,-64
70.896,Bluetooth,-70
70.927,Bluetooth,-67
70.929,Bluetooth,-68
70.964,Bluetooth,-73
70.966,Bluetooth,-73
71.001,Bluetooth,-61
71.003,Bluetooth,-60
71.149,Bluetooth,-60
71.151,Bluetooth,-60
71.188,Bluetooth,-72
71.220,Bluetooth,-66
71.222,Bluetooth,-64
71.281,Bluetooth,-71
71.283,Bluetooth,-72
71.316,Bluetooth,-59
71.318,Bluetooth,-59
71.349,Bluetooth,-64
71.351,Bluetooth,-64
71.459,Bluetooth,-64
71.461,Bluetooth,-64
71.558,Bluetooth,-79
71.560,Bluetooth,-78
71.599,Bluetooth,-59
71.601,Bluetooth,-59
71.709,Bluetooth,-79
71.712,Bluetooth,-80
71.750,Bluetooth,-59
71.962,Bluetooth,-65
71.964,Bluetooth,-66
72.068,Bluetooth,-61
72.070,Bluetooth,-60
72.136,Bluetooth,-67
72.137,Bluetooth,-67
72.174,Bluetooth,-67
72.177,Bluetooth,-67
72.211,Bluetooth,-62
72.213,Bluetooth,-62
72.384,Bluetooth,-61
72.446,Bluetooth,-76
72.485,Bluetooth,-68
72.487,Bluetooth,-68
72.546,Bluetooth,-84
72.618,Bluetooth,-60
72.620,Bluetooth,-61
72.765,Bluetooth,-77
72.766,Bluetooth,-76
72.796,Bluetooth,-74
72.797,Bluetooth,-72
72.836,Bluetooth,-61
72.838,Bluetooth,-61
73.208,Bluetooth,-77
73.211,Bluetooth,-78
73.240,Bluetooth,-75
73.242,Bluetooth,-76
73.282,Bluetooth,-63
73.284,Bluetooth,-65
73.388,Bluetooth,-78
73.390,Bluetooth,-77
73.426,Bluetooth,-77
73.428,Bluetooth,-77
73.465,Bluetooth,-66
73.467,Bluetooth,-65
73.569,Bluetooth,-78
73.571,Bluetooth,-79
73.607,Bluetooth,-81
73.642,Bluetooth,-82
73.644,Bluetooth,-82
73.676,Bluetooth,-76
73.678,Bluetooth,-78
73.707,Bluetooth,-64
73.709,Bluetooth,-65
73.801,Bluetooth,-76
73.803,Bluetooth,-75
73.834,Bluetooth,-64
73.837,Bluetooth,-64
73.865,Bluetooth,-84
73.867,Bluetooth,-85
73.901,Bluetooth,-76
73.929,Bluetooth,-85
73.931,Bluetooth,-84
73.967,Bluetooth,-76
73.969,Bluetooth,-75
74.002,Bluetooth,-65
74.004,Bluetooth,-65
74.069,Bluetooth,-84
74.105,Bluetooth,-75
74.108,Bluetooth,-76
74.141,Bluetooth,-65
74.143,Bluetooth,-66
125.898,Bluetooth,-62
125.900,Bluetooth,-62
125.931,Bluetooth,-62
125.933,Bluetooth,-62
125.962,Bluetooth,-57
125.964,Bluetooth,-56
