Distance,15.0
TXDevice,iPhone11_Pro
TXPower,7
RXDevice,iPhoneXR
TXCarry,unknown
RXCarry,unknown
RXPose,unknown
TXPose,unknown
0.000,Bluetooth,-54
0.001,Bluetooth,-53
0.032,Bluetooth,-56
0.033,Bluetooth,-56
0.145,Bluetooth,-51
0.146,Bluetooth,-52
0.215,Bluetooth,-62
0.216,Bluetooth,-64
0.246,Bluetooth,-51
0.247,Bluetooth,-52
0.287,Bluetooth,-54
0.347,Bluetooth,-54
0.349,Bluetooth,-55
0.419,Bluetooth,-51
0.421,Bluetooth,-51
0.457,Bluetooth,-54
0.458,Bluetooth,-54
0.495,Bluetooth,-62
0.496,Bluetooth,-61
0.525,Bluetooth,-51
0.527,Bluetooth,-51
0.572,Bluetooth,-54
0.573,Bluetooth,-53
0.604,Bluetooth,-61
0.606,Bluetooth,-61
0.632,Bluetooth,-52
0.633,Bluetooth,-52
0.665,Bluetooth,-52
0.666,Bluetooth,-52
0.700,Bluetooth,-55
0.702,Bluetooth,-55
0.775,Bluetooth,-52
0.777,Bluetooth,-54
0.813,Bluetooth,-55
0.814,Bluetooth,-56
0.854,Bluetooth,-70
0.856,Bluetooth,-70
0.891,Bluetooth,-57
0.893,Bluetooth,-57
0.923,Bluetooth,-58
0.924,Bluetooth,-56
0.955,Bluetooth,-66
0.957,Bluetooth,-68
1.022,Bluetooth,-52
1.024,Bluetooth,-54
1.053,Bluetooth,-55
1.055,Bluetooth,-55
1.089,Bluetooth,-67
1.090,Bluetooth,-66
1.121,Bluetooth,-60
1.185,Bluetooth,-58
1.186,Bluetooth,-57
1.223,Bluetooth,-71
1.225,Bluetooth,-70
1.257,Bluetooth,-72
1.259,Bluetooth,-70
1.292,Bluetooth,-61
1.293,Bluetooth,-59
1.325,Bluetooth,-60
1.327,Bluetooth,-60
1.356,Bluetooth,-59
1.358,Bluetooth,-59
1.391,Bluetooth,-60
1.393,Bluetooth,-60
1.427,Bluetooth,-59
1.429,Bluetooth,-58
1.462,Bluetooth,-61
1.463,Bluetooth,-61
1.492,Bluetooth,-64
1.493,Bluetooth,-65
1.522,Bluetooth,-72
1.524,Bluetooth,-73
1.561,Bluetooth,-60
1.562,Bluetooth,-60
1.627,Bluetooth,-62
1.628,Bluetooth,-63
1.665,Bluetooth,-65
1.666,Bluetooth,-64
1.702,Bluetooth,-61
1.703,Bluetooth,-60
1.730,Bluetooth,-66
1.731,Bluetooth,-65
1.761,Bluetooth,-66
1.762,Bluetooth,-65
1.794,Bluetooth,-61
1.796,Bluetooth,-62
1.830,Bluetooth,-66
1.832,Bluetooth,-66
1.863,Bluetooth,-61
1.864,Bluetooth,-62
1.895,Bluetooth,-68
1.896,Bluetooth,-68
1.930,Bluetooth,-62
1.932,Bluetooth,-62
1.966,Bluetooth,-61
1.968,Bluetooth,-60
2.006,Bluetooth,-71
2.008,Bluetooth,-72
2.043,Bluetooth,-65
2.045,Bluetooth,-65
2.072,Bluetooth,-64
2.074,Bluetooth,-62
2.107,Bluetooth,-60
2.108,Bluetooth,-61
2.139,Bluetooth,-63
2.140,Bluetooth,-64
2.169,Bluetooth,-65
2.171,Bluetooth,-64
2.200,Bluetooth,-60
2.202,Bluetooth,-60
2.239,Bluetooth,-65
2.240,Bluetooth,-66
2.275,Bluetooth,-73
2.277,Bluetooth,-71
2.343,Bluetooth,-70
2.344,Bluetooth,-70
2.419,Bluetooth,-80
2.421,Bluetooth,-80
2.455,Bluetooth,-59
2.456,Bluetooth,-60
2.489,Bluetooth,-63
2.491,Bluetooth,-63
2.529,Bluetooth,-69
2.531,Bluetooth,-69
2.573,Bluetooth,-61
2.574,Bluetooth,-62
2.637,Bluetooth,-72
2.639,Bluetooth,-72
2.702,Bluetooth,-58
2.704,Bluetooth,-58
2.737,Bluetooth,-62
2.738,Bluetooth,-61
2.776,Bluetooth,-72
2.777,Bluetooth,-72
2.814,Bluetooth,-59
2.815,Bluetooth,-58
